Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2013,São José dos Pinhais (Município),0.0,-,0.054,129.95,7713.5,7000.11,6650.56,3.0,2.37,2.77,70605204.95,3767759.74,4408712.3,110,3.82,2.89,4.04,88.21,37714169.32,126068760.5,-
2012,São José dos Pinhais (Município),0.002,-,0.055,131.0,7301.04,6441.35,6624.63,2.84,2.16,2.59,45603253.09,2960037.14,4648475.38,147,5.38,3.43,4.84,65.74,36028080.36,120432599.08,-
2011,São José dos Pinhais (Município),0.004,-,0.085,126.71,7078.18,6378.28,6053.63,2.4,1.87,2.21,42429665.8,2673950.29,4465565.3,240,8.93,4.07,5.8,26.77,31763148.4,106176029.34,-
2010,São José dos Pinhais (Município),0.007,-,0.111,121.14,6468.11,5861.79,5820.21,2.12,1.7,1.97,39610961.99,3110352.46,3826474.15,265,10.03,4.84,6.95,52.4,28514446.27,95316454.31,-
2019,Ceará-Mirim (Município),0.016,-,0.021,132.41,382.3,382.3,3169.74,2.53,2.9,2.57,7745648.4,81907.97,4234820.91,18,2.45,1.72,1.94,2.62,4423012.67,14784992.89,-
2018,Ceará-Mirim (Município),0.024,-,0.016,130.5,378.18,378.18,3103.72,2.29,2.73,2.34,7303224.54,72509.8,3230346.81,53,7.25,1.64,1.85,5.6,4071295.12,13609291.63,-
2017,Ceará-Mirim (Município),0.031,-,0.026,196.4,377.16,372.54,4921.46,1.89,2.4,1.95,6539652.53,90169.2,2585988.11,18,2.44,1.86,2.12,4.44,3337423.71,11156148.41,-
2016,Ceará-Mirim (Município),0.039,-,0.019,128.0,420.58,418.87,3008.95,1.57,1.86,1.6,5774528.82,64157.4,984205.84,14,1.91,2.11,2.43,2.53,2836655.65,9482209.68,-
2015,Ceará-Mirim (Município),0.046,-,0.04,126.72,462.96,418.6,2952.18,1.9,2.32,1.95,6390355.65,49500.0,2026422.84,19,2.61,2.4,2.79,2.64,3686885.14,12324308.02,-
2014,Ceará-Mirim (Município),0.054,-,0.068,100.92,420.88,418.6,2247.4,1.94,1.87,1.93,6158629.71,63180.0,1934445.39,15,2.07,2.72,3.2,1.36,3190249.68,10664183.53,-
2013,Ceará-Mirim (Município),0.062,-,0.08,120.57,450.68,449.8,2712.31,1.52,1.64,1.54,4591370.44,39240.0,1759549.8,31,4.31,3.09,3.67,1.28,3291887.43,11003932.35,-
2012,Ceará-Mirim (Município),0.069,-,0.061,108.07,720.86,598.0,2123.84,1.75,1.82,1.76,4059342.54,27720.0,1848650.44,29,4.2,3.51,4.21,0.52,3591491.21,12005430.68,-
2011,Ceará-Mirim (Município),0.077,-,0.102,102.58,720.86,382.3,2185.47,1.57,1.64,1.58,3622680.96,17400.0,1450314.47,45,6.56,3.98,4.83,1.94,3276010.02,10950858.27,-
2010,Ceará-Mirim (Município),0.084,-,0.113,114.22,720.86,699.23,2141.54,1.08,0.87,1.04,3907676.9,14473.95,726081.1,40,5.87,4.52,5.54,2.11,2438250.8,8150444.81,-
2019,Parnaíba (Município),0.0,-,0.031,113.32,1766.06,1766.06,4565.8,3.74,2.97,3.56,53431404.44,2825161.11,8057355.0,398,26.0,1.22,2.02,9.11,14723036.56,49215321.54,-
2018,Parnaíba (Município),0.0,-,0.029,111.88,1895.68,1895.68,4337.85,3.35,1.97,2.99,46098931.01,2355240.32,7176698.74,493,32.3,1.29,2.13,0.21,12488566.99,41746064.91,-
2017,Parnaíba (Município),0.0,-,0.017,113.94,1817.45,1817.45,4443.36,3.21,1.93,2.88,42720077.89,3002783.5,5570611.81,693,46.03,1.49,2.45,23.11,12237218.47,40905871.52,-
2016,Parnaíba (Município),0.0,-,0.002,115.17,1768.19,1768.19,4546.04,3.02,1.82,2.75,34171741.29,2230187.07,5436909.83,620,41.28,1.72,2.82,22.5,11467215.83,38331950.88,-
2015,Parnaíba (Município),0.015,-,0.03,109.97,1210.18,1210.18,4802.75,2.76,1.62,2.55,31104871.03,1982552.04,5550517.56,605,40.39,1.98,3.26,47.35,10475404.99,35016582.53,-
2014,Parnaíba (Município),0.036,-,0.077,106.68,1127.09,1127.09,4688.3,2.64,1.55,2.44,31294346.67,1475974.9,3612795.89,727,48.68,2.28,3.76,156.39,10272397.4,34337980.42,-
2013,Parnaíba (Município),0.056,-,0.089,106.21,0.0,0.0,5769.95,3.09,0.0,3.09,25751401.3,1231790.77,2887020.09,897,60.27,2.62,4.33,80.36,11368261.46,38001171.91,-
2012,Parnaíba (Município),0.077,-,0.08,104.25,0.0,0.0,5621.18,2.54,0.0,2.54,20372153.32,981132.04,4012834.09,1029,69.65,3.02,5.0,21.03,9691511.41,32396228.06,-
2011,Parnaíba (Município),0.098,-,0.102,92.11,0.0,0.0,4933.36,2.39,0.0,2.39,18129414.66,1229302.06,3548391.76,1125,76.67,3.47,5.77,28.23,8910632.67,29785951.43,-
2010,Parnaíba (Município),0.118,-,0.096,92.51,0.0,0.0,4920.0,2.32,0.0,2.32,21897240.21,1001137.23,3447242.29,1128,77.42,4.0,6.65,68.69,9005115.74,30101784.01,-
2019,Jangada (Município),0.041,-,0.317,64.34,-,-,-,3.27,-,3.27,790512.07,38228.88,158320.73,3,3.57,1.31,1.15,6.56,329109.46,1100128.2,-
2018,Jangada (Município),0.046,-,0.422,62.72,0,0,191.52,3.27,-,3.27,773307.41,33994.72,124647.34,4,4.78,1.27,1.11,7.35,308249.39,1030398.36,-
2017,Jangada (Município),0.051,-,0.408,64.16,0,0,187.24,3.31,0,3.31,739093.49,39904.41,108308.18,3,3.75,1.48,1.32,8.58,315441.6,1054440.08,-
2016,Jangada (Município),0.056,-,0.448,60.13,0,0,174.71,3.16,0,3.16,627926.59,40441.82,96085.58,2,2.51,1.73,1.57,7.1,295307.78,987137.91,-
2015,Jangada (Município),0.061,-,0.459,57.88,0,0,167.41,2.98,0,2.98,574140.7,30024.19,82950.53,1,1.26,2.03,1.86,21.81,292516.68,977807.98,-
2014,Jangada (Município),0.066,-,0.407,53.82,0,0,154.96,2.15,0,2.15,482253.01,29484.98,57930.11,0,0.0,2.38,2.22,18.24,215474.16,720274.65,-
2013,Jangada (Município),0.071,-,0.617,52.68,0,0,150.95,1.9,0,1.9,291077.82,27462.1,57880.88,10,12.74,2.78,2.63,1.86,197509.28,660222.67,-
2012,Jangada (Município),0.076,-,0.617,50.25,0,0,142.72,1.93,0,1.93,323688.26,6911.0,75070.2,5,6.43,3.26,3.13,1.31,205935.48,688389.29,-
2011,Jangada (Município),0.081,-,0.617,62.37,0,0,176.21,1.71,0,1.71,1297559.75,21794.99,68298.03,5,6.46,3.82,3.72,19.94,190529.07,636889.63,-
2010,Jangada (Município),0.087,-,0.617,60.02,0,0,168.59,1.67,0,1.67,304979.91,21630.6,67782.89,7,9.1,4.47,4.42,3.13,191979.92,641739.44,-
2019,Campos dos Goytacazes (Município),0.004,-,0.05,103.52,12745.0,12745.0,6433.29,6.07,6.43,6.2,204247862.11,4134422.48,13375081.56,136,2.68,1.46,2.06,129.47,99992026.61,334247607.22,-
2018,Campos dos Goytacazes (Município),0.005,-,0.05,97.72,11899.34,11899.34,6057.07,5.6,5.72,5.64,171029478.28,3156528.32,10473014.72,271,5.38,1.5,2.11,64.62,87690048.07,293125259.46,-
2017,Campos dos Goytacazes (Município),0.006,-,0.05,105.97,11557.56,11557.56,7406.93,5.3,5.32,5.31,164445761.75,3171063.44,9802679.01,211,4.3,1.73,2.42,53.6,86237254.34,288268943.97,-
2016,Campos dos Goytacazes (Município),0.007,-,0.05,98.58,10864.74,10864.74,6664.46,4.98,5.08,5.02,141507410.46,3071875.01,8668601.71,513,10.53,1.99,2.78,41.35,78808386.23,263436150.06,-
2015,Campos dos Goytacazes (Município),0.008,-,0.097,93.05,10885.96,10885.96,5550.74,4.35,4.21,4.3,145072261.07,2887576.81,7650465.94,1014,20.95,2.29,3.2,34.91,69316043.67,231705692.19,-
2014,Campos dos Goytacazes (Município),0.009,-,0.097,119.23,14583.2,14583.2,6333.23,4.21,3.63,3.97,118318778.45,2215717.77,5131541.37,249,5.18,2.63,3.68,62.6,70997717.97,237327096.52,-
2013,Campos dos Goytacazes (Município),0.01,-,0.097,114.38,10356.2,10356.2,9566.47,3.85,3.81,3.83,94422019.58,1572780.39,4397847.58,916,19.19,3.03,4.24,58.13,66953576.48,223808572.48,-
2012,Campos dos Goytacazes (Município),0.011,-,0.097,111.17,10011.52,7518.15,11647.02,3.47,3.59,3.51,80806771.76,1237236.85,4351608.87,526,11.14,3.48,4.88,38.86,62320042.83,208319862.12,-
2011,Campos dos Goytacazes (Município),0.012,-,0.105,103.31,9998.0,7508.0,10142.94,3.11,3.29,3.17,71320891.05,1212607.63,4059297.13,1389,29.67,4.0,5.61,46.02,56367210.41,188421075.61,-
2010,Campos dos Goytacazes (Município),0.013,-,0.108,103.36,8699.49,5991.84,11503.45,2.92,3.09,2.98,56164848.03,1189166.25,3844952.97,1187,25.6,4.6,6.46,38.66,54363953.25,181724702.56,-
2019,Quixadá (Município),0.039,-,0.487,64.14,357.84,357.84,1696.11,3.89,2.65,3.67,19805108.78,832466.7,2520714.57,117,13.34,1.3,1.85,9.94,5020767.34,16783132.88,-
2018,Quixadá (Município),0.058,-,0.485,62.45,348.77,348.77,1636.96,3.36,2.36,3.22,17286266.01,929507.04,2440541.74,132,15.15,1.3,1.84,5.29,4366814.28,14597136.13,-
2017,Quixadá (Município),0.078,-,0.423,61.95,304.73,304.73,1653.59,2.96,2.01,2.83,16862325.56,536300.43,2192629.65,135,15.59,1.51,2.13,5.81,3818970.6,12765835.71,-
2016,Quixadá (Município),0.097,-,0.427,68.37,314.12,314.12,1831.66,2.92,1.79,2.78,12954557.08,473169.09,2191535.26,228,26.51,1.76,2.46,12.94,4055957.7,13558022.59,-
2015,Quixadá (Município),0.117,-,0.43,69.27,307.19,307.19,1850.82,2.47,1.48,2.35,14229191.87,492389.82,2297840.89,122,14.29,2.06,2.84,31.82,3699991.88,12368120.49,-
2014,Quixadá (Município),0.136,-,0.428,70.97,291.48,291.48,1902.26,2.36,1.37,2.25,14218289.28,477999.98,1696110.87,127,15.0,2.41,3.28,24.26,3732190.67,12475752.74,-
2013,Quixadá (Município),0.156,-,0.369,73.78,287.0,287.0,1974.66,2.12,1.1,2.01,10408801.0,529214.0,1344069.0,114,13.57,2.81,3.79,4.99,3549489.78,11865030.7,-
2012,Quixadá (Município),0.176,-,0.36,73.57,204.0,204.0,2005.0,2.13,0.95,2.03,9261756.0,396017.0,1617301.0,84,10.21,3.28,4.38,31.97,3637629.67,12159659.68,-
2011,Quixadá (Município),0.195,-,0.363,66.07,214.0,214.0,1750.0,12.67,0.69,7.68,3837303.0,278204.0,1079268.0,267,32.78,3.84,5.06,105.15,2485908.91,8309753.63,-
2010,Quixadá (Município),0.215,-,0.486,67.67,292.0,292.0,1699.0,1.41,0.61,1.32,7185500.0,252729.0,1161793.0,87,10.79,4.48,5.85,276.13,2469205.86,8253919.61,-
2019,Pouso Alegre (Município),0.0,-,0.118,127.53,5485.37,5485.37,1531.06,5.66,5.1,5.38,55079295.33,595379.59,5357847.57,25,1.66,1.29,1.2,20.86,29474783.95,98526616.01,-
2018,Pouso Alegre (Município),0.0,-,0.121,125.33,5302.45,5302.45,1507.35,5.3,4.72,5.01,44930341.82,535152.86,4277355.6,17,1.14,1.28,1.19,21.39,27340834.35,91393371.77,-
2017,Pouso Alegre (Município),0.0,-,0.119,124.8,5213.37,5146.93,1555.56,4.1,3.59,3.84,42166736.12,410749.31,2951271.56,20,1.36,1.51,1.42,20.96,21337546.55,71325925.88,-
2016,Pouso Alegre (Município),0.0,-,0.121,123.56,5094.01,4377.11,2186.3,4.35,3.79,4.07,50239930.52,559863.64,3621438.65,32,2.2,1.78,1.69,13.96,23809607.7,79589389.99,-
2015,Pouso Alegre (Município),0.0,-,0.128,123.06,5036.23,5036.23,1425.08,3.68,3.15,3.42,45209349.36,558498.42,3248780.7,36,2.5,2.09,2.01,6.16,22485193.95,75162215.74,-
2014,Pouso Alegre (Município),0.0,-,0.084,135.78,5475.83,5360.26,1681.02,3.41,2.86,3.14,39584348.8,484109.7,2363642.0,14,0.99,2.46,2.39,10.77,23685962.49,79176075.9,-
2013,Pouso Alegre (Município),0.0,-,0.084,138.8,5506.11,4682.19,2421.79,3.26,2.69,2.98,37099123.01,491472.57,2012779.82,21,1.5,2.9,2.84,167.41,24252217.66,81068921.16,-
2012,Pouso Alegre (Município),0.0,-,0.084,144.52,5456.89,2702.86,4377.04,3.1,2.08,2.59,35839133.14,440898.49,2361423.37,28,2.09,3.38,3.38,129.7,22424052.08,74957834.2,-
2011,Pouso Alegre (Município),0.002,-,0.084,141.34,5284.62,23.38,6809.11,3.01,1.35,2.19,28805017.07,358038.47,1729101.61,34,2.57,3.91,4.01,174.96,19750881.4,66022112.7,-
2010,Pouso Alegre (Município),0.005,-,0.084,134.19,4962.37,22.6,6374.98,2.92,1.31,2.12,28033970.56,312957.79,1652927.23,39,2.99,4.52,4.77,40.56,19518480.78,65245257.22,-
2019,Piedade (Município),0.014,-,0.439,81.49,1029.41,1016.93,629.26,3.48,3.05,3.31,12493992.84,695627.64,2857575.2,15,2.71,1.09,1.15,85.96,4295341.31,14358220.39,-
2018,Piedade (Município),0.014,-,0.448,81.93,1007.74,974.18,675.1,3.37,2.87,3.18,11706265.86,680180.48,2191177.55,3,0.54,1.09,1.15,74.25,4135701.12,13824584.32,-
2017,Piedade (Município),0.015,-,0.455,80.88,982.64,948.04,678.34,3.12,2.66,2.94,10707067.91,1017405.83,1948726.25,12,2.18,1.3,1.36,6.0,3874081.2,12950056.26,-
2016,Piedade (Município),0.016,-,0.455,79.94,954.28,920.56,681.44,2.97,2.52,2.8,9238095.36,809115.73,1975022.23,17,3.1,1.55,1.61,22.2,3753483.89,12546930.49,-
2015,Piedade (Município),0.017,-,0.462,77.93,788.04,754.79,801.65,2.66,2.25,2.51,9559339.58,590343.35,2109064.63,30,5.48,1.86,1.92,20.85,3558522.5,11895224.77,-
2014,Piedade (Município),0.018,-,0.473,83.52,855.5,819.28,842.83,2.38,1.98,2.23,9215775.72,515582.0,1322047.68,31,5.69,2.23,2.28,49.73,3522310.77,11774178.27,-
2013,Piedade (Município),0.018,-,0.503,80.09,792.2,661.28,926.82,2.29,1.89,2.14,7836201.02,407400.85,1034046.01,36,6.63,2.67,2.7,102.25,3491814.16,11672235.95,-
2012,Piedade (Município),0.019,-,0.462,80.31,742.6,586.65,950.81,2.03,1.69,1.9,7364294.65,287578.73,1159591.73,36,6.86,3.19,3.21,85.97,3194146.42,10677209.33,-
2011,Piedade (Município),0.02,-,0.48,74.35,676.32,534.91,884.35,2.07,1.72,1.94,6586114.6,261936.97,1212150.24,24,4.59,3.82,3.81,22.14,3273628.53,10942897.54,-
2010,Piedade (Município),0.021,-,0.485,71.45,645.7,510.7,849.2,1.92,1.57,1.79,5546266.47,216646.76,1053417.16,65,12.47,4.57,4.53,21.64,3152572.42,10538238.14,-
2019,Altos (Município),0.119,-,0.295,54.34,58.23,58.23,745.54,3.64,2.11,3.52,5508707.63,8351.92,1132485.81,147,36.27,1.44,2.01,0.02,1568426.29,5242845.37,-
2018,Altos (Município),0.14,-,0.46,52.14,46.3,46.3,723.37,3.26,1.67,3.12,4884456.03,9419.11,1049386.21,178,44.02,1.44,2.01,0.06,1298515.1,4340601.73,-
2017,Altos (Município),0.161,-,0.424,53.5,61.63,61.63,716.75,3.18,2.17,3.11,3764804.33,31838.48,752460.19,261,65.47,1.67,2.31,0.25,1313788.71,4391657.48,-
2016,Altos (Município),0.181,-,0.444,53.7,62.49,62.49,717.54,2.96,1.57,2.84,2874054.12,33398.98,661284.68,293,73.63,1.94,2.65,0.0,1250710.48,4180803.22,-
2015,Altos (Município),0.202,-,0.463,48.07,57.33,57.33,639.51,2.64,1.39,2.53,2391338.92,21744.21,540188.13,100,25.18,2.25,3.04,0.0,1097831.16,3669766.98,-
2014,Altos (Município),0.222,-,0.511,45.4,55.3,55.3,601.29,2.49,1.33,2.38,2644890.22,4382.55,357009.74,146,36.85,2.61,3.49,0.06,1062932.99,3553111.38,-
2013,Altos (Município),0.243,-,0.543,45.48,59.5,59.5,596.62,2.51,1.25,2.39,2364702.18,10635.96,326175.95,348,88.05,3.03,4.0,0.0,1137628.41,3802798.96,-
2012,Altos (Município),0.264,-,0.541,43.43,50.66,50.66,571.26,2.65,1.37,2.52,1903982.85,13624.19,395322.75,357,91.0,3.51,4.58,0.0,1150648.72,3846322.51,-
2011,Altos (Município),0.284,-,0.567,38.6,35.5,35.5,514.36,2.27,1.34,2.23,1639041.79,8852.69,327142.64,412,105.56,4.08,5.26,1.87,1036960.49,3466292.01,-
2010,Altos (Município),0.305,-,0.575,38.67,0.0,0.0,548.0,2.16,0.83,2.16,2171364.48,9957.66,309458.44,281,72.38,4.73,6.03,2.74,1018686.24,3405205.89,-
2019,Passos (Município),0.0,-,0.051,179.07,5996.41,3036.12,4459.39,2.57,2.57,2.57,22355767.07,805590.21,4332755.65,79,6.89,1.32,1.38,14.39,11427120.19,38197921.49,-
2018,Passos (Município),0.0,-,0.052,170.56,5677.4,3305.45,3791.3,2.42,1.53,2.03,21119671.05,987220.3,4324111.9,41,3.6,1.31,1.37,36.22,10429768.35,34864030.98,-
2017,Passos (Município),0.0,-,0.052,167.31,5591.7,3275.2,3714.42,2.27,1.43,1.9,20295077.9,767835.7,4011237.6,32,2.8,1.55,1.63,12.95,9950178.73,33260886.34,-
2016,Passos (Município),0.0,-,0.052,156.84,5212.01,3583.22,2931.8,2.33,1.43,1.93,18365153.14,816591.74,4054080.9,35,3.08,1.83,1.94,13.48,9790601.23,32727459.82,-
2015,Passos (Município),0.0,-,0.052,152.17,4994.05,3298.73,2984.28,1.67,0.83,1.25,15425342.08,1053348.38,3597411.59,53,4.69,2.16,2.31,5.07,7332738.91,24511458.75,-
2014,Passos (Município),0.0,-,0.052,167.59,5500.39,3039.44,3836.05,1.47,0.73,1.1,14213506.46,645809.54,2522183.11,138,12.28,2.54,2.75,12.94,7413436.9,24781211.36,-
2013,Passos (Município),0.0,-,0.052,175.5,5685.83,2930.19,4222.06,1.31,0.65,0.98,12775366.03,770203.46,2755914.2,85,7.61,2.99,3.26,13.9,7503757.21,25083128.89,-
2012,Passos (Município),0.0,-,0.052,182.19,5668.41,2692.77,4466.5,1.55,0.47,1.01,13082817.9,617420.2,2218305.62,78,7.24,3.53,3.88,41.27,8232052.6,27517632.94,-
2011,Passos (Município),0.0,-,0.052,181.1,5580.0,1790.0,5282.12,1.11,0.4,0.76,10572401.72,942943.76,2083978.31,78,7.29,4.16,4.61,103.59,7452331.03,24911224.41,-
2010,Passos (Município),0.003,-,0.052,177.29,5399.0,1464.0,5414.27,1.1,0.35,0.72,10855680.42,733904.24,2090558.56,194,18.25,4.9,5.49,9.14,7893790.74,26386910.6,-
2019,Vitória (Município),0.0,0.019,0.058,202.78,20007.03,20007.03,6794.11,4.88,3.91,4.45,132890435.9,2815555.78,17630734.75,232,6.41,1.28,1.17,102.93,87525206.93,292574237.96,-
2018,Vitória (Município),0.0,0.031,0.054,193.44,20871.43,20871.43,4424.04,4.53,3.62,4.13,119514720.89,2272705.67,16349372.4,148,4.13,1.31,1.2,68.37,83503042.02,279129175.98,0.001
2017,Vitória (Município),0.0,0.009,0.077,187.24,18547.42,18547.42,6270.92,4.31,3.38,3.91,107157770.19,2193151.13,14060130.63,106,2.92,1.52,1.4,49.71,79578326.33,266009861.62,-
2016,Vitória (Município),0.002,0.001,0.053,195.49,17106.76,17106.76,8548.59,4.0,3.21,3.68,103742995.05,1878303.63,13417645.8,131,3.64,1.76,1.64,32.0,77358944.12,258591038.16,-
2015,Vitória (Município),0.004,-,0.048,213.5,14408.59,14408.59,13323.59,3.47,2.85,3.23,101465234.2,1136904.31,14714191.91,139,3.91,2.04,1.93,83.68,76017283.61,254106212.44,-
2014,Vitória (Município),0.005,-,0.049,239.06,16747.17,16747.17,13976.47,3.32,2.61,3.05,95748011.87,1177863.39,9065970.23,170,4.83,2.37,2.27,159.68,81240024.67,271564491.47,-
2013,Vitória (Município),0.007,-,0.036,238.62,17618.81,17618.81,12713.51,3.08,2.19,2.76,84039261.33,1273783.77,7713006.49,164,4.71,2.75,2.66,269.14,77615166.26,259447522.83,-
2012,Vitória (Município),0.009,-,0.006,252.65,14031.27,14031.27,16691.73,2.85,1.93,2.54,76246669.0,1395689.0,8345491.0,112,3.36,3.18,3.13,465.81,74109553.06,247729160.25,-
2011,Vitória (Município),0.011,-,0.0,257.18,12323.92,12323.92,18702.38,2.32,0.91,1.86,76747243.28,1535977.91,7744281.82,475,14.37,3.67,3.68,597.99,57899070.83,193541690.67,-
2010,Vitória (Município),0.012,-,0.0,265.58,12954.56,12954.56,18821.82,2.52,1.62,2.23,73077030.59,1577359.54,9083082.91,200,6.1,4.23,4.32,592.24,74804560.63,250052391.66,-
2019,Maués (Município),0.295,-,-,-,-,-,-,-,-,-,-,-,-,113,17.68,1.42,2.26,0,-,-,-
2018,Maués (Município),0.321,-,-,-,-,-,-,-,-,-,-,-,-,100,15.93,1.4,2.23,0,-,-,-
2017,Maués (Município),0.348,-,-,-,-,-,-,-,-,-,-,-,-,123,19.77,1.62,2.54,-,-,-,-
2016,Maués (Município),0.374,-,0.505,17.05,0,0,380.27,2.69,0,2.69,1550752.3,4112,38249.22,216,35.35,1.88,2.89,0.73,495558.54,1656524.65,-
2015,Maués (Município),0.4,-,-,-,-,-,-,-,-,-,-,-,-,123,20.51,2.18,3.28,-,-,-,-
2014,Maués (Município),0.426,-,0.553,67.99,0,0,1460,0.61,0,0.61,1437975.04,3250,242839.24,57,9.69,2.53,3.73,2.43,452096.57,1511242.45,-
2013,Maués (Município),0.452,-,0.544,69.75,0,0,1468,0.55,0,0.55,1550752.3,5071.8,423413.27,69,11.97,2.94,4.23,2.62,436624.44,1459523.11,-
2012,Maués (Município),0.478,-,0.514,71.53,0,0,1412,0.58,0,0.58,924152.89,3900,127734.35,68,12.57,3.41,4.81,1.11,475686.98,1590099.12,-
2011,Maués (Município),0.505,-,0.505,72.08,0,0,1399,0.46,0,0.46,953305.73,1300,92697.13,111,20.88,3.96,5.57,1.57,402657.99,1345982.03,-
2010,Maués (Município),0.531,-,0.505,71.7,0,0,1367,0.47,0,0.47,957862.73,4000,66972.22,82,15.7,4.6,6.5,1.92,439565.87,1469355.55,-
2019,São Sebastião do Paraíso (Município),0.0,-,0.131,134.92,2663.02,1967.59,1526.82,5.32,3.74,4.54,26707002.57,187744.82,2622846.48,21,2.96,-,1.47,22.96,12306468.14,41137355.35,-
2018,São Sebastião do Paraíso (Município),0.0,-,0.124,132.95,2599.62,1487.24,1931.35,4.74,3.14,3.95,21512381.38,141092.2,2302180.19,9,1.28,-,1.46,22.33,10788608.66,36063541.78,-
2017,São Sebastião do Paraíso (Município),0.0,-,0.132,135.35,2651.8,1012.69,2471.92,3.97,2.55,3.27,18740069.74,109684.92,1695853.02,10,1.42,0,1.74,25.97,9394445.06,31403211.71,-
2016,São Sebastião do Paraíso (Município),0.0,-,0.129,136.12,2641.35,406.5,3074.75,4.3,2.49,3.41,22124336.66,133233.9,2024146.05,12,1.71,0,2.07,42.58,10433324.64,34875918.77,-
2015,São Sebastião do Paraíso (Município),0.0,-,0.128,131.38,2534.41,0.0,3336.41,3.62,1.8,2.73,20140581.26,110502.75,2145367.25,18,2.59,0,2.46,19.96,9091691.86,30391185.7,-
2014,São Sebastião do Paraíso (Município),0.0,-,0.077,142.54,2731.86,0.0,3592.76,3.31,1.64,2.5,16712641.81,120923.72,1396891.97,21,3.04,0,2.93,288.18,9456365.89,31610197.12,-
2013,São Sebastião do Paraíso (Município),0.0,-,0.077,141.04,2678.62,0.0,3527.15,3.13,1.55,2.36,15813705.6,96289.47,1101194.02,23,3.36,0,3.48,242.23,9428129.91,31515811.5,-
2012,São Sebastião do Paraíso (Município),0.0,-,0.077,148.11,2700.58,0.0,3567.08,3.03,1.45,2.26,16208898.71,102615.86,1024393.12,12,1.82,0,4.14,201.03,9780813.44,32694741.77,-
2011,São Sebastião do Paraíso (Município),0.0,-,0.077,151.96,2438.74,0.0,3632.5,2.88,1.72,2.72,9259310.98,108387.88,982515.42,17,2.6,0,4.92,85.09,7653856.61,25584872.56,-
2010,São Sebastião do Paraíso (Município),0.001,-,0.077,153.69,0.0,0.0,3645.15,2.77,0.0,0.0,8984277.42,152219.71,908233.13,60,9.23,0,5.85,35.66,7274601.5,24317120.35,-
2019,Bom Jesus da Lapa (Município),0.023,-,0.0,116.53,1833.56,1493.24,1447.76,3.06,1.26,2.46,11775068,878789,1417883,66,9.54,1.42,2.08,4.04,4574069.0,15289935.31,-
2018,Bom Jesus da Lapa (Município),0.037,-,0.0,89.17,1428.0,1428.0,805.0,2.95,1.12,2.34,8552214,858287,1159757,95,13.85,1.42,2.08,6.1,4065736.77,13590711.52,-
2017,Bom Jesus da Lapa (Município),0.05,-,0.0,87.29,1428.0,1428.0,822.0,2.67,1.02,2.12,7774740,780261,1054325,43,6.09,1.64,2.39,5.6,3817575.55,12761172.42,-
2016,Bom Jesus da Lapa (Município),0.063,-,0.0,87.4,1186.0,1186.0,1050.0,2.3,1.0,1.91,6721309,358980,964500,61,8.7,1.89,2.74,3.87,3317641.73,11090022.35,-
2015,Bom Jesus da Lapa (Município),0.076,-,0.0,86.02,1450.0,1450.0,733.0,2.1,0.72,1.62,6195735,317256,888252,79,11.36,2.17,3.13,3.82,3177853.95,10622747.79,-
2014,Bom Jesus da Lapa (Município),0.09,-,0.0,108.12,1300.0,1300.0,1420.0,1.98,0.74,1.58,5257515,272000,688880,33,4.79,2.49,3.58,12.73,3205216.42,10714213.49,-
2013,Bom Jesus da Lapa (Município),0.103,-,0.063,97.82,357.0,357.0,2081.0,1.94,1.85,1.93,4687920,252248,500973,52,7.62,2.85,4.1,11.71,3003435.1,10039710.46,-
2012,Bom Jesus da Lapa (Município),0.116,-,0.011,86.33,313.0,313.0,1727.0,1.75,1.64,1.73,4142772,224223,585078,33,5.1,3.27,4.69,5.16,2820839.96,9429341.91,-
2011,Bom Jesus da Lapa (Município),0.13,-,0.111,75.88,275.0,275.0,1501.0,1.98,1.58,1.92,3360414,107292,536082,42,6.55,3.76,5.37,3.12,2733542.91,9137530.33,-
2010,Bom Jesus da Lapa (Município),0.143,-,0.211,84.64,820.0,820.0,1141.0,1.87,1.0,1.7,3221921,140830,372820,59,9.29,4.31,6.15,5.78,2572476.01,8599125.14,-
2019,Aquiraz (Município),0.0,-,0.72,22.73,319.2,319.2,346.74,3.87,4.13,3.92,7509963.55,290914.59,794270.7,41,5.11,1.2,1.72,9.11,2112932.87,7062990.71,-
